prediction,ground_truth,anls_score,exact_match
glass,plastic,0.0,False
phone,cigarette,0.0,False
fork,fork,1.0,True
seagulls,seagulls,1.0,True
giraffe,giraffe,1.0,True
tree,sign,0.0,False
down,down,1.0,True
softball,softball,1.0,True
lunch,lunch,1.0,True
9,15,0.0,False
suitcase,suitcase,1.0,True
phone,cell phone,0.5,False
many,12,0.0,False
9,17,0.0,False
horse,horse,1.0,True
talking on phone,sitting,0.0,False
apples,apples,1.0,True
sneakers,sneakers,1.0,True
stripes,plaid,0.0,False
purple,purple,1.0,True
9,8,0.0,False
zebra,zebra,1.0,True
ferry,ferry,1.0,True
cake,cake,1.0,True
flowers,paper,0.0,False
wood,metal,0.0,False
seagulls,pigeons,0.0,False
broccoli,broccoli,1.0,True
american,casual,0.0,False
twin,queen,0.0,False
hat,flowers,0.0,False
boy,child,0.0,False
bear,bear,1.0,True
tile,brick,0.0,False
passenger,bus,0.0,False
20,25,0.5,False
chocolate,chocolate,1.0,True
birds,ducks,0.0,False
dinner,steak,0.0,False
england,usa,0.0,False
many,15,0.0,False
tile,marble,0.0,False
8,11,0.0,False
black and white,orange,0.0,False
plane,plane,1.0,True
hot dog,hot dog,1.0,True
nothing,shirt,0.0,False
10,2,0.0,False
background,on grass,0.0,False
laptop,pillow,0.0,False
field,field,1.0,True
dusk,evening,0.0,False
outside,farm,0.0,False
silver,white,0.0,False
remote,remote,1.0,True
woman,woman,1.0,True
bench,bench,1.0,True
floral,plain,0.0,False
nokia,nokia,1.0,True
living room,living room,1.0,True
helmet,hat,0.0,False
wii controllers,nothing,0.0,False
trash can,sink,0.0,False
m,m,1.0,True
table,metal,0.0,False
landing,landing,1.0,True
mouse,cup,0.0,False
go,go,1.0,True
black and white,black and white,1.0,True
at camera,woman,0.0,False
blinds,open,0.0,False
banana,banana,1.0,True
broccoli,lemon,0.0,False
banana,banana,1.0,True
ski poles,ski pole,0.8888888888888888,False
ski poles,skiing,0.0,False
6,6,1.0,True
strawberry,strawberries,0.75,False
chain link,chain link,1.0,True
phone,computer,0.0,False
ocean,ocean,1.0,True
cow,cow,1.0,True
stop,road,0.0,False
shadow,shadow,1.0,True
giraffe,giraffe,1.0,True
skiing,skiing,1.0,True
clear,clear,1.0,True
orange,blue,0.0,False
kite,kite,1.0,True
lunch,dinner,0.0,False
lettuce,lettuce,1.0,True
green,white,0.0,False
beach,beach,1.0,True
glasses,collar,0.0,False
small,small,1.0,True
bike,bicycle,0.0,False
9,9,1.0,True
above sink,above sink,1.0,True
bat,bat,1.0,True
bike,motorcycle,0.0,False
bench,bushes,0.0,False
racket,cotton,0.0,False
christmas,christmas,1.0,True
grazing,resting,0.0,False
surfer,surfer,1.0,True
leaves,leaves,1.0,True
afternoon,daytime,0.0,False
tan,green,0.0,False
asian,2016,0.0,False
silver,black and white,0.0,False
24,34,0.5,False
regular,stripes,0.0,False
10,8,0.0,False
4,6,0.0,False
fruit,ice cream,0.0,False
palm,oak,0.0,False
kite flying,flying kite,0.0,False
texting,texting,1.0,True
giraffe,giraffe,1.0,True
sky,in air,0.0,False
computer,computer,1.0,True
frisbee,frisbee,1.0,True
bathroom,bathroom,1.0,True
cheese,fork,0.0,False
1,3,0.0,False
0,10,0.5,False
stop,walk,0.0,False
horse,horse,1.0,True
dog,dog,1.0,True
blue,blue,1.0,True
animals,animals,1.0,True
sign,signs,0.8,False
skateboard,dog,0.0,False
tan,white,0.0,False
gray,red,0.0,False
taking off,landing,0.0,False
toyota,toyota,1.0,True
tennis,tennis,1.0,True
water,walking,0.0,False
big ben,cherry,0.0,False
asian,indian,0.5,False
wii remote,wii remote,1.0,True
zebra,zebra,1.0,True
round,bird,0.0,False
home,home,1.0,True
zebra,zebra,1.0,True
laptop,laptop,1.0,True
ponytail,ponytail,1.0,True
bikes,bicycles,0.5,False
white,silver,0.0,False
tree,boy,0.0,False
night,cloudy,0.0,False
lab,mutt,0.0,False
mustard,hot dog,0.0,False
cloudy,cloudy,1.0,True
skiing,walking,0.0,False
grass,grass,1.0,True
laptop,laptop,1.0,True
9,11,0.0,False
plane,plane,1.0,True
ski lift,ski lift,1.0,True
bananas,oranges,0.0,False
round,tile,0.0,False
wii remote,bracelet,0.0,False
woman,man,0.6,False
old,english,0.0,False
beach,beach,1.0,True
surfboard,surf,0.0,False
rug,mirror,0.0,False
gothic,gothic,1.0,True
winter,winter,1.0,True
outside,inside,0.5714285714285714,False
table,shelves,0.0,False
tennis,tennis,1.0,True
motorcycles,car,0.0,False
cake,cake,1.0,True
people,people,1.0,True
frisbee,frisbee,1.0,True
8,0,0.0,False
vanilla,vanilla,1.0,True
10,14,0.5,False
cheese,cheese,1.0,True
woman,woman,1.0,True
bat,bat,1.0,True
basketball,basketball,1.0,True
parade,talking,0.0,False
3,lot,0.0,False
horses,motorcycles,0.0,False
park,outside,0.0,False
bridge,car,0.0,False
motorcycle,honda,0.0,False
teddy bear,bear,0.0,False
solid,pink,0.0,False
dry,safety,0.0,False
office,living room,0.0,False
texting,texting,1.0,True
bird,bird,1.0,True
day,day,1.0,True
snowboarding,snowboarding,1.0,True
sign,tow truck,0.0,False
broccoli,broccoli,1.0,True
magnets,apron,0.0,False
suitcase,bed,0.0,False
dirty,very,0.0,False
pink,pink,1.0,True
picture,mirror,0.0,False
truck,truck,1.0,True
skiing,skiing,1.0,True
checkered,squares,0.0,False
0,0,1.0,True
chinese,chinese,1.0,True
soccer,soccer,1.0,True
9,17,0.0,False
walking,walking,1.0,True
walking,running,0.0,False
lot,many,0.0,False
7,11,0.0,False
water,grass,0.0,False
united,united,1.0,True
gray,brown,0.0,False
lake,lake,1.0,True
trees,tree,0.8,False
black and white,shorts,0.0,False
zebra,zebra,1.0,True
fruit,fruits,0.8333333333333334,False
field,field,1.0,True
go,go,1.0,True
train,train,1.0,True
window,window,1.0,True
skateboarding,skateboarding,1.0,True
blue,yellow,0.0,False
broccoli,broccoli,1.0,True
umbrella,umbrella,1.0,True
umbrellas,signs,0.0,False
white and red,white and red,1.0,True
15,6,0.0,False
window sill,floor,0.0,False
leather,leather,1.0,True
soccer,volleyball,0.0,False
sunset,sunset,1.0,True
background,outside,0.0,False
flying kite,flying kite,1.0,True
frisbee,frisbee,1.0,True
circle,bird,0.0,False
skis,snowboards,0.0,False
apples,fruit,0.0,False
apples,lime,0.0,False
sandwich,lettuce,0.0,False
bat,baseball bat,0.0,False
up,down,0.0,False
black,red,0.0,False
mountains,mountain,0.8888888888888888,False
rectangle,square,0.0,False
new york,san francisco,0.0,False
winter,winter,1.0,True
plane,airplane,0.625,False
tusks,head,0.0,False
accident,accident,1.0,True
2,many,0.0,False
bike,bike,1.0,True
3,1,0.0,False
0,6,0.0,False
kites,kites,1.0,True
white,beige,0.0,False
12,20,0.0,False
strawberry,tomato,0.0,False
electric,restaurant,0.0,False
pink,green,0.0,False
wine,wine,1.0,True
electronics,laptop,0.0,False
hat,hat,1.0,True
water bottle,water bottle,1.0,True
refrigerator,oven,0.0,False
fire hydrant,riding,0.0,False
many,lot,0.0,False
bird,bird,1.0,True
sign,motorcycle,0.0,False
left,0,0.0,False
silver,white,0.0,False
english,english,1.0,True
phone,phone,1.0,True
english,english,1.0,True
fish,fish,1.0,True
grass,grass,1.0,True
laptop,laptop,1.0,True
cloudy,rainy,0.0,False
shirt,beanie,0.0,False
bike,bike,1.0,True
silver,black,0.0,False
carrots,green beans,0.0,False
wii,wii,1.0,True
skateboarding,skateboarding,1.0,True
hot dog,hot dog,1.0,True
tree,dog,0.0,False
sleeping,sleeping,1.0,True
bed,bed,1.0,True
stainless steel,metal,0.0,False
watch,jeans,0.0,False
sneakers,sneakers,1.0,True
solid,squares,0.0,False
spinach,lettuce,0.0,False
cat,couch,0.0,False
on pole,light,0.0,False
cooking,cooking,1.0,True
wood,grass,0.0,False
fork,knife,0.0,False
spoon,spoon,1.0,True
tea,coffee,0.0,False
laptop,news,0.0,False
clouds,sun,0.0,False
bananas,bike,0.0,False
sprinkles,middle,0.0,False
male,male,1.0,True
in bowl,in bowl,1.0,True
tile,tile,1.0,True
tennis,tennis,1.0,True
talking on phone,talking,0.0,False
large,33,0.0,False
rectangle,round,0.0,False
hat,hat,1.0,True
standing,standing,1.0,True
north,right,0.0,False
posing,posing,1.0,True
in air,in air,1.0,True
0,5,0.0,False
0,1,0.0,False
sleeping,resting,0.5,False
0,4,0.0,False
car,suv,0.0,False
motorcycle,jeep,0.0,False
ducks,ducks,1.0,True
horse,horse,1.0,True
rectangle,rectangle,1.0,True
tv,tv,1.0,True
black,orange,0.0,False
elephants,elephants,1.0,True
snowboarding,snowboarding,1.0,True
yellow and blue,yellow and blue,1.0,True
bathroom,bathroom,1.0,True
blue,white,0.0,False
caution,gas station,0.0,False
horses,fish,0.0,False
lot,8,0.0,False
wii,tv,0.0,False
playing,playing,1.0,True
wine glass,wine glass,1.0,True
many,0,0.0,False
broccoli,broccoli,1.0,True
mountains,trees,0.0,False
metal,stone,0.0,False
clock,door,0.0,False
wood,wood,1.0,True
sand,sand,1.0,True
bike,bike,1.0,True
motorcycle,motorcycles,0.9090909090909091,False
nike,vans,0.0,False
red,red and black,0.0,False
restaurant,restaurant,1.0,True
bat,bat,1.0,True
pink,purple,0.0,False
bananas,stuffed animals,0.0,False
cat,cat,1.0,True
9,6,0.0,False
tennis,tennis,1.0,True
photographer,friend,0.0,False
ceramic,ceramic,1.0,True
flying,walking,0.5714285714285714,False
fireplace,stove,0.0,False
snowboarding,snowboarding,1.0,True
tower,ground,0.0,False
skateboard,skateboard,1.0,True
kites,kites,1.0,True
train,sun,0.0,False
computer,desk,0.0,False
apple,apple,1.0,True
strawberry,pineapple,0.0,False
table,middle,0.0,False
asian,asian,1.0,True
summer,summer,1.0,True
in air,hand,0.0,False
ski lift,shorts,0.0,False
bridge,stop,0.0,False
metal,wood,0.0,False
do not enter,nothing,0.0,False
teddy bear,teddy bear,1.0,True
wii,wii,1.0,True
jet,birds,0.0,False
floor,floor,1.0,True
cutting board,pot,0.0,False
yellow,red,0.0,False
silver,black,0.0,False
luggage,box,0.0,False
tan,red,0.0,False
parking,tire,0.0,False
wii,wii,1.0,True
fish,chocolate,0.0,False
flowers,flowers,1.0,True
grass,road,0.0,False
grass,grass,1.0,True
kitchen,kitchen,1.0,True
13,7,0.0,False
grass,grass,1.0,True
standing,standing,1.0,True
electricity,coal,0.0,False
carrots,carrots,1.0,True
21,24,0.5,False
skateboarding,skateboarding,1.0,True
rocks,rocks,1.0,True
summer,fall,0.0,False
sitting,sitting,1.0,True
a,logo,0.0,False
ford,ford,1.0,True
0,0,1.0,True
mozzarella,mozzarella,1.0,True
13,15,0.5,False
female,female,1.0,True
tall,tall,1.0,True
microwave,stove,0.0,False
tv,remote,0.0,False
zoo,zoo,1.0,True
horses,horses,1.0,True
motorcycle,motorcycle,1.0,True
tv,man,0.0,False
delta,delta,1.0,True
olives,pepperoni,0.0,False
cutting,cutting,1.0,True
zebra,zebra,1.0,True
2,2,1.0,True
sunny,sunny,1.0,True
soccer,soccer,1.0,True
orange,lemon,0.0,False
tie,hat,0.0,False
skiing,skiing,1.0,True
purple,purple,1.0,True
office,office,1.0,True
real,real,1.0,True
beach,beach,1.0,True
blonde,brown,0.0,False
kites,kites,1.0,True
table,plate,0.0,False
background,clouds,0.0,False
grass,grass,1.0,True
usa,united states,0.0,False
carrots,spinach,0.0,False
train,tracks,0.5,False
off,off,1.0,True
parking lot,outside,0.0,False
frisbee,frisbee,1.0,True
bus,cars,0.0,False
metal,plastic,0.0,False
giraffes,giraffe,0.875,False
afternoon,noon,0.0,False
cake,candle,0.5,False
cross,star,0.0,False
tile,paint,0.0,False
nike,nike,1.0,True
sleeping,bag,0.0,False
stop,caution,0.0,False
rug,table,0.0,False
sneakers,sneakers,1.0,True
afternoon,afternoon,1.0,True
giraffe,giraffe,1.0,True
clock tower,clock tower,1.0,True
nokia,nokia,1.0,True
cat,cat,1.0,True
male,male,1.0,True
tan,plaid,0.0,False
teddy bear,bird,0.0,False
donut,donut,1.0,True
background,background,1.0,True
broccoli,broccoli,1.0,True
modern,business,0.0,False
cloudy,rain,0.0,False
clear,cloudy,0.0,False
coffee,milk,0.0,False
tennis racket,nothing,0.0,False
tile,tile,1.0,True
sleeping,sleeping,1.0,True
boat,boats,0.8,False
passenger,freight,0.0,False
ocean,ocean,1.0,True
9,15,0.0,False
sand,sand,1.0,True
up,right,0.0,False
winter,winter,1.0,True
7,15,0.0,False
clay,clay,1.0,True
cat,monkey,0.0,False
terrier,chihuahua,0.0,False
playing wii,playing wii,1.0,True
tennis,tennis,1.0,True
broccoli,glass,0.0,False
desktop,dell,0.0,False
apple,oranges,0.0,False
floor,floor,1.0,True
cat,cat,1.0,True
tennis,tennis,1.0,True
cheese,tomatoes,0.0,False
2,30,0.0,False
star,e,0.0,False
open,open,1.0,True
many,30,0.0,False
brick,concrete,0.0,False
shower,door,0.0,False
0,2,0.0,False
on table,left,0.0,False
tea,orange juice,0.0,False
kite,kite,1.0,True
cutting board,cutting board,1.0,True
sunny,sunny,1.0,True
skiing,skiing,1.0,True
pillow,hands,0.0,False
cat,water,0.0,False
donut,bowl,0.0,False
green,yellow,0.0,False
bicycle,bicycle,1.0,True
dodgers,dodgers,1.0,True
8,12,0.0,False
crosswalk,crosswalk,1.0,True
sandwich,pasta,0.0,False
bed,window sill,0.0,False
grass,leather,0.0,False
broccoli,broccoli,1.0,True
playing baseball,playing baseball,1.0,True
zebra,horse,0.0,False
water,water,1.0,True
sitting,sitting,1.0,True
bed,bed,1.0,True
dog,dog,1.0,True
helmets,helmets,1.0,True
0,7,0.0,False
skateboard,skateboard,1.0,True
snow,snow,1.0,True
old,old,1.0,True
giraffe,giraffe,1.0,True
skiing,skiing,1.0,True
snow,snow,1.0,True
on desk,floor,0.0,False
taking off,lufthansa,0.0,False
sitting,sleep,0.0,False
branch,bottle,0.0,False
white,white,1.0,True
watch,collar,0.0,False
plane,plane,1.0,True
sugar,top,0.0,False
plane,barbed wire,0.0,False
blonde,blonde,1.0,True
red and white,red,0.0,False
grass,milk,0.0,False
tennis racket,tennis racket,1.0,True
usa,england,0.0,False
giraffe,goat,0.0,False
fish,broccoli,0.0,False
motorcycles,boat,0.0,False
wood,wood,1.0,True
air canada,air canada,1.0,True
bus,bus,1.0,True
many,30,0.0,False
jeans,shorts,0.0,False
suitcase,nothing,0.0,False
protection,protection,1.0,True
9,13,0.0,False
electric,gas,0.0,False
donut,donut,1.0,True
new york,germany,0.0,False
spoon,fork,0.0,False
afternoon,morning,0.0,False
background,background,1.0,True
surfing,surfing,1.0,True
food,food,1.0,True
5,6,0.0,False
walking,walking,1.0,True
pigeons,pigeons,1.0,True
wii,wii,1.0,True
ocean,ocean,1.0,True
cloudy,clear,0.0,False
skiing,snow,0.0,False
outside,real,0.0,False
surfing,surfing,1.0,True
hat,hat,1.0,True
banana,banana,1.0,True
road,highway,0.0,False
tennis racket,tennis racket,1.0,True
fence,fence,1.0,True
bridge,water,0.0,False
white,yellow,0.0,False
rainy,rainy,1.0,True
horse,horse,1.0,True
kite,flying,0.0,False
farm,country,0.0,False
skis,skis,1.0,True
glasses,glasses,1.0,True
english,english,1.0,True
cheese,mushroom,0.0,False
sleeping,computer,0.0,False
kites,beach,0.0,False
snowy,it's not,0.0,False
rectangle,square,0.0,False
united,delta,0.0,False
horses,horses,1.0,True
kites,kites,1.0,True
9,21,0.0,False
color,color,1.0,True
surfer,surfer,1.0,True
decoration,surfboard,0.0,False
road,parking lot,0.0,False
bed,bed,1.0,True
happy,happy,1.0,True
not possible,america,0.0,False
carpet,carpet,1.0,True
smoke,star,0.0,False
soda,soda,1.0,True
left,left,1.0,True
motorcycles,motorcycles,1.0,True
pasta,pasta,1.0,True
afternoon,noon,0.0,False
car,car,1.0,True
samsung,nokia,0.0,False
woman,men,0.0,False
9,26,0.0,False
cow,elephant,0.0,False
13,30,0.0,False
airport,airport,1.0,True
on desk,on table,0.0,False
on wall,table,0.0,False
sitting,chase,0.0,False
9,18,0.0,False
hat,visor,0.0,False
spinach,lettuce,0.0,False
tag,tag,1.0,True
skiing,skiing,1.0,True
plane,plane,1.0,True
on wall,wall,0.5714285714285714,False
skateboarding,skateboarding,1.0,True
helmet,helmet,1.0,True
fire,car,0.0,False
cheesecake,carrot,0.0,False
wedding,wedding,1.0,True
dog,dog,1.0,True
food,food,1.0,True
wii,nintendo,0.0,False
one way,diamond,0.0,False
dell,apple,0.0,False
sidewalk,dirt,0.0,False
luggage,people,0.0,False
bench,bench,1.0,True
harley davidson,motor,0.0,False
skateboards,skateboard,0.9090909090909091,False
blue,green,0.0,False
frisbee,frisbee,1.0,True
tennis,tennis,1.0,True
open,closed,0.0,False
helmet,gloves,0.0,False
police,police,1.0,True
white,clear,0.0,False
skiing,snowboarding,0.0,False
9,2,0.0,False
bathroom,bathroom,1.0,True
open,open,1.0,True
long,short,0.0,False
male,female,0.6666666666666667,False
1,1,1.0,True
office,office,1.0,True
silver,white,0.0,False
tabby,calico,0.0,False
9,15,0.0,False
bedroom,bedroom,1.0,True
wii,wii,1.0,True
wilson,wilson,1.0,True
outside,inside,0.5714285714285714,False
plane,plane,1.0,True
left,up,0.0,False
milk,orange juice,0.0,False
red,green,0.0,False
chinese,chinese,1.0,True
cook,cooking,0.5714285714285714,False
pink,pink,1.0,True
cheese,cheese,1.0,True
standing,walking,0.5,False
skiing,skiing,1.0,True
horse,cow,0.0,False
9,8,0.0,False
10,5,0.0,False
bat,bat,1.0,True
bag,bag,1.0,True
10,lot,0.0,False
river,river,1.0,True
bread,mustard,0.0,False
snowboard,snowboard,1.0,True
skiing,skiing,1.0,True
lunch,lunch,1.0,True
surfboard,surfboard,1.0,True
skateboarding,skateboarding,1.0,True
hit ball,hit ball,1.0,True
commercial,gas,0.0,False
0,4,0.0,False
5,10,0.0,False
desk,desk,1.0,True
watch,sunglasses,0.0,False
playing tennis,walking,0.0,False
tan,brown,0.0,False
right,on right,0.625,False
evening,evening,1.0,True
kiwi,kiwi,1.0,True
sleeping,sleeping,1.0,True
go,go,1.0,True
turkey,turkey,1.0,True
zebra,striped,0.0,False
taking off,landing,0.0,False
boston,red sox,0.0,False
0,6,0.0,False
ski poles,jacket,0.0,False
helmet,skis,0.0,False
sleeping,sleeping,1.0,True
plate,office,0.0,False
daisies,roses,0.0,False
cutting cake,standing,0.0,False
train station,train station,1.0,True
typing,laptop,0.0,False
square,rectangle,0.0,False
sheep,sheep,1.0,True
double decker,city,0.0,False
tennis,tennis,1.0,True
snow,snow,1.0,True
tile,stone,0.0,False
6,5,0.0,False
north america,north america,1.0,True
city,city,1.0,True
beach,beach,1.0,True
laptop,laptops,0.8571428571428572,False
stripes,solid,0.0,False
horse,horse,1.0,True
background,ground,0.6,False
0,3,0.0,False
hot,hot,1.0,True
surfing,surfing,1.0,True
table,table,1.0,True
9,1,0.0,False
double decker,bottom,0.0,False
hot dog,hot dog,1.0,True
night,night,1.0,True
young,young,1.0,True
umbrella,for fun,0.0,False
9,6,0.0,False
grass,dirt,0.0,False
graffiti,graffiti,1.0,True
setting,setting,1.0,True
brick,brick,1.0,True
stripes,stripes,1.0,True
toilet,shirt,0.0,False
no one,man,0.0,False
wii,party,0.0,False
shorts,shorts,1.0,True
no one,no one,1.0,True
playing wii,sitting,0.0,False
bears,bears,1.0,True
british,british,1.0,True
taking off,runway,0.0,False
walking,walking,1.0,True
glasses,sunglasses,0.7,False
happy,indian,0.0,False
9,32,0.0,False
cow,cows,0.75,False
chain,chain,1.0,True
blue,red,0.0,False
sheep,sheep,1.0,True
skateboards,skateboards,1.0,True
open,closed,0.0,False
sandwich,hungry,0.0,False
right,right,1.0,True
shorts,cowboy,0.0,False
surfboard,laying,0.0,False
mountains,mountain,0.8888888888888888,False
stripes,plaid,0.0,False
kite,kite,1.0,True
yellow,yellow,1.0,True
stripes,silver,0.0,False
10,5,0.0,False
pizza,cheese,0.0,False
truck,truck,1.0,True
london,london,1.0,True
up,up,1.0,True
evening,evening,1.0,True
snow,snow,1.0,True
tomatoes,pepperoni,0.0,False
table,shirt,0.0,False
29,13,0.0,False
wood,glass,0.0,False
trees,trees,1.0,True
gray,red,0.0,False
in bowl,plate,0.0,False
eating,eating,1.0,True
strawberries,strawberries,1.0,True
playing tennis,watching,0.0,False
on table,front,0.0,False
english,english,1.0,True
english,spanish,0.0,False
china,china,1.0,True
3,2,0.0,False
young,young,1.0,True
cow,cow,1.0,True
horse,horse,1.0,True
floor,arm,0.0,False
ocean,ocean,1.0,True
orange,yellow,0.0,False
collar,blanket,0.0,False
hat,hat,1.0,True
orange juice,water,0.0,False
donuts,donuts,1.0,True
left,south,0.0,False
wetsuit,hat,0.0,False
cake,cake,1.0,True
tennis,tennis,1.0,True
blue,red,0.0,False
wii,wii,1.0,True
floor,chairs,0.0,False
male,male,1.0,True
bathroom,bathroom,1.0,True
0,20,0.5,False
chinese,japanese,0.5,False
kite,kite,1.0,True
pepperoni,circle,0.0,False
english,english,1.0,True
sky,clouds,0.0,False
chinese,love,0.0,False
bananas,bananas,1.0,True
brick,brick,1.0,True
nike,adidas,0.0,False
snowy,snowy,1.0,True
goggles,hat,0.0,False
tv,living room,0.0,False
kite,kite,1.0,True
right,right,1.0,True
cat,cat,1.0,True
asian,asian,1.0,True
snowboard,in air,0.0,False
purple,purple,1.0,True
snowboard,snowboard,1.0,True
square,square,1.0,True
pepsi,pepsi,1.0,True
silver,silver,1.0,True
restaurant,sushi,0.0,False
water,water,1.0,True
tile,tile,1.0,True
tan,beige,0.0,False
plaid,stripes,0.0,False
truck,truck,1.0,True
eating,eating,1.0,True
